id,nombre,codigo_gruplac,fecha_creacion,unidad,responsable,categoria,descripcion,objetivos,mision,vision,lineas,url,fuente,activo
G-00000000018931,CEGOSA Cuidado de Enfermería y Gestión en Organizaciones y Servicios de Salud,00000000018931,,,FABIO HERNANDO CORTES ESCALANTE,C,"El proyecto Percepción de los estudiantes del programa de Enfermería de la Universidad Popular del Cesar sobre la supervisión docente de las prácticas formativas, actualmente se encuentra finalizado y en el proceso de socialización y divulgación de sus resultados.
Posteriormente se presentará el informe final a la Vicerrectoría de Investigación con la entrega de los productos, constituidos por: Elaboración de artículos en revistas indexadas y preparación de ponencias en eventos académicos del orden regional, nacional e internacional. Además, se solicitará para la elaboración de un libro, la evaluación de pares externos.","1. Identificar las necesidades de investigación del sector salud y de Enfermería
en la región, para el desarrollo de proyectos de investigación que conduzcan a
la solución de las necesidades detectadas.
2. Fortalecer las líneas de investigación.
3. Generar productos de investigación con impacto en la región
4. Asesorar a la comunidad académica y el sector salud, en las líneas del trabajo
del grupo.
5. Fomentar la cultura investigativa en el programa de Enfermería
6. Generar propuestas curriculares al Programa de Enfermería
7. Buscar apoyo por parte de la institución, para la consecución de espacios y
tiempo para investigar.
8. Documentar debidamente cada plan y resultado de investigación.
9. Divulgar a la comunidad académica los planes y resultados de investigación
10.Consolidar la conformación de Semillero de Investigación de acuerdo con las
líneas de investigación
11.Desarrollar Proyectos de Investigación sobre temáticas relacionadas con la
humanización, ética y bioética; gestión de Enfermería; políticas de SGSSS
y la participación de Enfermería",,"En el año 2025, CEGOSA, será un grupo de investigación reconocido y categorizado (A) en el Sistema Nacional de Ciencia y Tecnología, con generación de proyectos de investigación en el sector Salud y en Enfermería, con impacto en la comunidad académica, científica y en el sector salud de la región; que contribuya a la solución de problemas en el ámbito de la salud y de Enfermería; fomentando una gestión del cuidado y de los servicios de Enfermería, con calidad, ética y humanización. El grupo CEGOSA, se sustenta en una cultura de investigación, la cual se demostrará a través de eventos de carácter regional, nacional, publicaciones en los niveles nacional e internacional y cursos de actualización en las líneas de investigación.","1.- GESTIÓN COMO PROCESO ORIENTADO A LA CALIDAD DEL CUIDADO, A ORGANIZACIONES Y SERVICIOS DE SALUD
2.- HUMANIZACIÓN, ÉTICA Y BIOÉTICA EN LA GESTIÓN DEL CUIDADO DE ENFERMERIA Y EN LOS PROCESOS GERENCIALES DE LAS ORGANIZACIONES Y SERVICIOS DE SALUD
3.- POLÍTICAS DEL SISTEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD (SGSSS) Y SU INFLUENCIA EN LA PRÁCTICA Y GESTIÓN DEL CUIDADO
4.- PROCESOS ESTRATÉGICOS ORIENTADOS A LA CALIDAD DE LAS ORGANIZACIONES Y SERVICIOS DE SALUD",https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000018931,"Scienti, consultado 2026-09-25; formación: 2014 - 11",1
G-00000000022105,CENTRO DE INVESTIGACIÓN MUSICAL DEL CESAR,00000000022105,,,Víctor Alfonso Gómez López,C,,,,Líneas de investigación declaradas por el grupo,"1.- Música, Pedagogía y Cultura
2.- Tecnología y producción musical",https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000022105,"Scienti, consultado 2026-09-25; formación: 2020 - 1",1
G-00000000003161,Grupo de Optimización Agroindustrial,00000000003161,,,Jader Dario Alean Valle,B,"El grupo de investigación Optimización Agroindustrial (GOA) creado en el año 2002, en la Facultad de Ingenierías y tecnológicas de la Universidad Popular del Cesar, categorizado en Colciencias con el código COL0048741 y reconocido en convocatoria 2012, desarrolla líneas de investigación en fisiología y tecnología poscosecha, aprovechamiento industrial de biomasa disponible, control automático y simulación de procesos, control de calidad de la producción y diseño y construcción de equipos agroindustriales. Dentro de sus miembros cuenta con un doctor en ingeniería de la Universidad Pontificia Bolivariana y tres estudiantes en octavo semestre de doctorado en ingeniería en la Universidad de Antioquía (dos ingenieros químicos y un ingeniero de sistemas); un máster en educación, un máster y estudiante de doctorado en la universidad Urbe en Venezuela (ingeniero de sistemas), un estudiante de maestría en ciencias ambientales (ingeniero agroindustrial), un ingeniero agroindustrial como joven investigador Colciencias, profesionales y estudiantes de pregrado de los diferentes programas de la facultad de ingeniería (agroindustrial, ambiental, sistemas y electrónica). Sus integrantes han participado en eventos nacionales e internacionales e igualmente con publicaciones en las diferentes líneas de investigación.VerGruplac en http://201.234.78.173:8080/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000003161
El Grupo de Optimización Agroindustrial ha desarrollado trabajos de investigación tendientes a conocer las características y el aprovechamiento integral de diferentes especies vegetales como aguacate, lúcuma arguacuense, tomate, maracuyá, caña de azúcar, Jacinto de agua, et y jatropha etc., a través de estudiantes de pregrado con investigadores del grupo; además se están desarrollando trabajos con el mango vallenato y la naranja valenciana tendientes a conocer las características y el aprovechamiento integral en la extracción de aceite esencial, optimización de pectinas,","1. aumentar la formación de recurso humano de alto nivel
2. desarrollar estrategias para aumentar el número de proyectos
3. aumentar la presencia de estudiantes de pregrado y posgrado
4. desarrollar la especialización en ingeneiria de procesos
5. elevar el nivel de participación y alianzas con el sector productivo
6. propiciar el intercambio de estudiantes en pasantias y proyectos de inevstigación",,"en los proximso 10 años, ser el grupo mas reconocido a nivel regional en la ingenieria de procesos agroindustriales y su optimización","1.- Aprovechamiento industrial de la biomasa disponible
2.- CONTROL AUTOMATICO Y SIMULACIÓN DE PROCESOS
3.- Control de Calidad de la producción
4.- Diseño y Construcción de Equipos Agroindustriales.
5.- Fisiología y Tecnología Postcosecha",https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000003161,"Scienti, consultado 2026-09-25; formación: 2002 - 1",1
G-00000000003202,FACEUPC,00000000003202,,,YIMY GORDON HERNANDEZ,A,"El grupo nace a raiz de las diferentes convocatorias para presentacion de proyectos de investigacion por parte del centro de investigaciones de la universidad popular del cesar, donde se esta incentivando a la realizacion de practicas investigativas que involucren a los diferentes docentes y estudiantes a traves de la conformacion de los semilleros de investigacion que culminen con los proyectos de grado y publicaciones internacionales.","OBJETIVO GENERAL
Realizar procesos de investigacion que conduzcan a la identificacion de situaciones y fenomenos presentados en la comunidad, como factor primordial para la solucion de problemas economicos, sociales y ambientales que en ella se desarrollen.
OBJETIVOS ESPECIFICOS
1. Desarrollar etapas de preparacion para la realizacion de un adecuado proceso de investigacion.
2. Detectar causas de problemas economicos, sociales y ambientales que aquejen el bienestar de la comunidad.
3. Propender por el desarrollo economico, social y ambiental de la region.
4. Generar estrategias de solucion a problemas socioeconomicos y ambientales de la region aplicando proyectos de sensibilizacion dirigidas a la comunidad.",,"El grupo de investigacion FACEUPC, prevee en el mediano plazo sensibilizar a la comunidad academica de la Facultad de Ciencias Administrativas, Contables y Economicas, para que se realice en ella investigacion aplicada y se genere nuevo conocimiento que oriente a todos los involucrados en el proceso de enseñanza aprendizaje y se traduzca en actividades que lleven al mejoramiento de la calidad de vida de su entorno.","1.- COMERCIO EXTERIOR AGROALIMENTARIO Y SEGURIDAD ALIMENTARIA.
2.- COMERCIO INTERNACIONAL Y DINÁMICAS GEOPOLÍTICAS
3.- DISTRIBUCIÓN FÍSICA INTERNACIONAL DESDE UNA PERSPECTIVA DE GESTIÓN
4.- ESTRATEGIAS EMPRESARIALES
5.- ESTUDIOS SOBRE LOS FENÓMENOS SOCIALES Y SUS IMPLICACIONES EN LA CALIDAD DE VIDA
6.- GESTIÓN FINANCIERA INTERNACIONAL
7.- MERCADOS Y CONSUMIDORES TRANSFRONTERIZOS
8.- REGULACIÓN ECONÓMICA Y MOVILIDAD INTERNACIONAL DE FACTORES.
9.- TENDENCIAS EN LOS MERCADOS INTERNACIONALES",https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000003202,"Scienti, consultado 2026-09-25; formación: 2003 - 8",1
G-00000000017413,GRESBIOCA,00000000017413,,,Jean Carlos Ospino Jimenez,Reconocido,"ESTADO DEL ARTE:
En la región existe una investigación incipiente en el campo de la biodiversidad. Algunos aspectos en el área biológico y ambiental se han desarrollado pero a un nivel informal por instituciones universitarias de la región o entidades públicas administrativas .Algunos estudios formales fueron realizados por universidades fuera del contexto regional cuyos resultados no fueron o no han sido socializado aun con la comunidad local.
También se pretende renovar o construir propuestas pedagógicas que contribuyan al mejoramiento en la educación en la región ya que de acuerdo a los resultados de las pruebas saber de los últimos años, el Corredor Minero, integrado por los municipios de Chiriguaná, El Paso, Becerril y La Jagua, así como el Complejo Cenagoso, del cual hacen parte Tamalameque, La Gloria, Chimichagua y La Gloria, son las localidades donde se intensifican los más bajos puntajes de la región caribe. Por lo tanto la investigación se convierte en una metodología que favorece el desarrollo de la enseñanza y aprendizaje teniendo como intencionalidad generar nuevos conocimientos a partir de la realidad educativa de nuestra cultura.
La región del Cesar ofrece un campo amplio por estudiar y caracterizar, razón por la cual con la creación de este grupo se propone integrar estudiantes y docentes, logrando así la consolidación y oficialización de una actividad colectiva con objetivos comunes, dirigida a la investigación y desarrollo de la capacidad de organización y formulación de propuestas. La creación de este grupo de investigación espera fortalecer los objetivos del departamento de Ciencias naturales y Medio Ambiente de la Universidad Popular del Cesar como un apoyo concreto a los grupos de investigación al interior de la universidad, creando un espacio de presentación, discusión y evaluación de resultados..","1. Analizar la diversidad, distribución, estructura y funcionalidad de especies típicas de la región.
2. Desarrollar investigación en el campo agroambiental enfocado al aprovechamiento de microorganismos como alternativa en el desarrollo sostenible.
3. Investigar y desarrollar biotecnologías aplicadas a la propagación, conservación, recuperación y mejoramiento de recursos naturales.
4. Desarrollar investigación pedagógica como posibilitadora de construcción de conocimiento a partir del contexto de nuestras escuelas y realidad educativa que busca la transformación de prácticas pedagógicas a partir de la reorganización intencional y explicita de relaciones, estructuras y contenidos",,Consolidar el grupo en investigación y generación de información útil para la gestión de sostenibilidad de los recursos NATURALES de la región,"1.- Pedagogía y didáctica
2.- Recursos Naturales Y Ecología",https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000017413,"Scienti, consultado 2026-09-25; formación: 2014 - 1",1
G-00000000017566,DIDACINNOVACIONCN,00000000017566,,,JIMMY HENRY LOPEZ LOPEZ,C,,"1. Hacer de la función investigativa, una prioridad para la generación .
2. Diseñar, implementar y evaluar programas tendientes a maximización del potencial de aprendizaje.
3. Desarrollar programas de intervención para el desarrollo de los estudiantes y para la evaluación de la atención a las dificultades de los estudiantes",,"Figurar a nivel local, regional y nacional como un grupo excelente, de referencia, que conduzca a la investigación y produzca conocimiento en cualquieras de las líneas de investigación planteadas.",1.- PEDAGOGIA Y DIDÁCTICA,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000017566,"Scienti, consultado 2026-09-25; formación: 2014 - 1",1
G-00000000017467,ESTUDIOS SOCIALES EN EL DEPARTAMENTO DEL CESAR,00000000017467,,,Josefina CUELLO DAZA,C,"En los 2019, 2020, 2021 y 2022 las investigaciones del grupo se desarrollaron satisfactoriamente, logrando importantes publicaciones como las relacionadas a continuación:
1.Capítulo de libro VENDEDORES AMBULANTES: REEMPLAZADOS O DESPLAZADOS POR INMIGRANTES DE VENEZUELA EN EL MUNICIPIO DE VALLEDUPAR-2018"" Reflexiones en Torno a Discusiones Sociológicas. En: Colombia ISBN: 978-958-5493-47-6 ed: Universidad Popular del Cesar, v., p.99 - 115 1 ,2020. Por parte del docente: ARIEL BANDERAS MANCERA
2. Capítulo de libro ""INTERPRETAR EL SIGNIFICADO DEL VOTO EN BLANCO EN EL ENTORNO NACIONAL"" Reflexiones en Torno a Discusiones Sociológicas. En: Colombia ISBN: 978-958-5493-47-6 ed: Universidad Popular del Cesar, v., p.43 - 56, 2020. Por parte del docente: ARLET JOSÉ USECHE CÓRDOBA
3. Capítulo de libro ""RETRIBUCIÓN SALARIAL EN LOS TRABAJADORES DE INSTITUCIONES PÚBLICAS DE SALUD EN VALLEDUPAR"" Reflexiones en Torno a Discusiones Sociológicas. En: Colombia ISBN: 978-958-5493-47-6 ed: Universidad Popular del Cesar , v. , p.57 - 77 ,2020. Por parte de la docente: CARMEN CRISTINA CUELLO DAZA.
4. Capítulo de libro ALGUNOS ELEMENTOS TEÓRICOS Y CONCEPTUALES SOBRE LA CRISIS DE LOS PARTIDOS POLÍTICOS TRADICIONALES"" Reflexiones en Torno a Discusiones Sociológicas. En: Colombia ISBN: 978-958-5493-47-6 ed: Universidad Popular del Cesar , v. , p.18 - 42 ,2020. Por parte de la docente: CARMEN CRISTINA CUELLO DAZA.
5. Producción bibliográfica - Libro - Libro resultado de investigación ""TENDENCIAS EN COMUNICACIÓN ESTRATÉGICA EN EL CARIBE COLOMBIANO (1980-2012). ABORDAJES Y RETOS"" En: Colombia 2019. ed: Universidad Sergio Arboleda ISBN: 978-958-5511-11-8. Por parte del docente: EDGAR REY SINNING
6. Producción bibliográfica - Libro - Libro resultado de investigación ELSY PAOLA VILLAZÓN VILLERO, JOSEFINA CUELLO DAZA, ""Conflicto interétnico por el uso, tenencia y permanencia en el territorio entre el pueblo Yukpa y las comunidades campesinas, en la Serranía del Pe","Objetivo General:
Desarrollar investigaciones en el ámbito de la política, la educación, pobreza y desarrollo humano, contrabando, reasentamiento e identidad de género; en el Departamento del Cesar; estudiando los fenómenos y brindando alternativas de solución.
Objetivos Específicos:
* Elaborar un estado del arte sobre temáticas tales como:
- Política y Partidos Políticos.
- Estrategia para Fomentar la Investigación en el aula de clases.
- Pobreza y perfiles Socioeconómicos.
- Comercialización ilegal de la gasolina.
- Reasentamiento por explotación de Minerales.
- Estudios de Identidad de Género.
* Realizar investigaciones sobre las líneas de trabajo presentadas anteriormente.
* Presentar Alternativas de Solución a las problemáticas que generen malestar en la comunidad Cesarense.",,"* En el 2025, aumentar la categoría del grupo de investigación Estudios Sociales en el Departamento del Cesar a ""C"" y consolidarlo como unos de los grupos de trabajo del departamento del Cesar con aportes significativos en la presentación de estrategias de solución en aspectos económicos, sociales, políticos y educativos.","1.- Desarrollo Social y Cultura en Contextos Locales
2.- Instituciones Sociales, Políticas Publicas y Buen Vivir en contextos locales
3.- Sociedad, conflicto Social y Post conflicto en contextos locales",https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000017467,"Scienti, consultado 2026-09-25; formación: 2014 - 1",1
G-00000000023784,EKONOLAB,00000000023784,,,Dannyra Tatiana Mendoza Cuello,C,"Formular y desarrollar proyectos de investigación en las líneas temáticas definidas por el
grupo, contribuyendo al avance científico y tecnológico en nuestras áreas de interés.
Contribuir en el mediano y largo plazo al diseño de políticas y estrategias que mejoren
los niveles de calidad de vida en la región y el país, mediante investigaciones que aporten
soluciones prácticas y sustentables.
Fortalecer y expandir nuestras líneas de investigación dentro de los ámbitos económicos
y ambientales, promoviendo la excelencia y la innovación.
Contribuir a la formación de profesionales altamente calificados, integrando a
estudiantes de pregrado y posgrado de los diversos programas académicos de la
Universidad Popular del Cesar, para la gestión y desarrollo de investigaciones que aborden
problemáticas relevantes tanto a nivel nacional como internacional fomentando
soluciones creativas y efectivas.
Consolidarnos como un grupo de investigación de excelencia, reconocido por la calidad y
relevancia de nuestras investigaciones, convirtiéndonos en una entidad de referencia para
el análisis y propuesta de políticas y estrategias en nuestra área de especialización, tanto a
nivel regional como nacional.","EKONOLAB se dedica a promover el desarrollo de investigaciones científicas en el ámbito socioeconómico y ambiental, fortaleciendo la formación de habilidades científicas en estudiantes y docentes, y generando impacto en la comunidad. Tiene como propósito investigar, evaluar, diagnosticar y asesorar a empresas y entes públicos para el análisis de comportamientos y fenómenos socioeconómicos a nivel nacional y local, aplicando métodos cuantitativos.",,"Ser al 2030 un grupo de investigación líder en el análisis y diagnóstico de fenómenos socioeconómicos, reconocido a nivel nacional e internacional por su excelencia en la asesoría estratégica a empresas y entidades públicas. Contribuir de manera significativa al desarrollo sostenible y a la competitividad local, regional y nacional, impactando positivamente las dinámicas económicas y sociales mediante soluciones innovadoras y transformadoras.","1.- Análisis Microeconómico, la Estructura de la Empresa y los Mercados
2.- Desarrollo humano, ética y calidad de vida
3.- Economia Internacional
4.- Economía Ambiental, Regionalización y Desarrollo Económico Sostenible
5.- Economía, innovación, competitividad y sostenibilidad",https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000023784,"Scienti, consultado 2026-09-25; formación: 2022 - 1",1
G-00000000023299,"Grupo de Investigación en Tributación, Ciencias Contables e Información Financiera (TRICOFI)",00000000023299,,,RICARDO JESUS GUERRERO DIAZ,C,"Las diferentes teorías económicas y de los impuestos han tratado de explicar o fundamentar del por qué de la obligación de las personas de contribuir con el Estado. En cuanto a la Teoría de la Relación de Sujeción se fundamenta en el deber que tiene todo ciudadano de contribuir con las cargas impositivas que el Estado le asigna, dada la condición de súbdito o gobernado que posee (Cadavid, Valencia & Cardona, 2008). Se puede decir que la persona debe cumplir con las cargas impositivas sin tener en cuenta los beneficios que éste reciba a través de los servicios sociales inherentes que deba retribuirle el Estado.
Para Andreozzi, en su Teoría de la Necesidad Social sostiene que el estado debe cumplir con las necesidades sociales de sus ciudadanos, para lo cual recurre al cumplimiento del pago de los impuestos que hacen los mismos. Existen para los individuos necesidades físicas: alimentación, vestuario y todas aquellas necesarias para subsistir; y las espirituales: que ayudan a elevar la calidad de vida y que le permita su superación personal. Todas estas necesidades deben satisfacerse y su realización está en manos del Estado con todos los recursos que obtiene en la contribución de las personas que integran la sociedad (Magraña, s.f.).
Así mismo con la adopción de los Marcos técnicos normativos contables y la aplicación de las Normas Internacionales de información financiera (NIIF) y Normas Internacionales de Información Contable, es necesario estar a la vanguardia en su contexto y la aplicación de las empresas de la región y del país. DUR 2420 DE 2015.","OBJETIVO GENERAL
Desarrollar actividades de fortalecimiento de la investigación en temáticas tributarias, de las ciencias contables y de información financiera, que coadyuven a la solución de problemáticas y fortalecimiento en los sectores empresariales, culturales, académicos y de la administración pública, a nivel local y nacional.
OBJETIVOS ESPECÍFICOS
1. Formular proyectos de investigación que estén acordes a las líneas de investigación del programa y las temáticas de estudio definidas en el grupo.
2. Promover la participación y desarrollo de actividades investigativas, por parte de docentes y estudiantes activos, con el fin de crear una cultura investigativa en la Institución.
3. Establecer alianzas o convenios con entidades públicas o privadas, gremios, grupos o centros de investigación, redes de apoyo, para el fortalecimiento y desarrollo de proyectos y trabajos investigativos.
4. Propender por la socialización constante de las diferentes experiencias investigativas llevadas a cabo al interior del grupo.",,"Para el año 2027, el Grupo de Investigación en Tributación, Ciencias Contables e Información Financiera (TRICOFI), será líder en el desarrollo de investigaciones en temáticas tributarias, e las ciencias contables y de información financiera, que propendan a la solución de problemáticas y fortalecimiento en los sectores empresariales, culturales, académicos y de la administración pública, del Sur del Cesar, Sur de Bolívar, Norte de Santander y demás área de influencia.","1.- ESTADO, TERRITORIO Y CULTURA
2.- GESTIÓN DE LA INFORMACIÓN CONTABLE Y FINANCIERA
3.- INTERNACIONALIZACIÓN DE LA INFORMACIÓN FINANCIERA, NO FINANCIERA Y SU ASEGURAMIENTO
4.- LEGISLACIÓN TRIBUTARIA Y POLITICA FISCAL",https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000023299,"Scienti, consultado 2026-09-25; formación: 2021 - 1",1
G-00000000002093,Grupo de óptica e informática,00000000002093,,,SINDI DAYANA HORTA PIÑERES,A,"PROCESADO DIGITAL DE IMAGENES Y OPTICA FRACCIONAL DE FOURIER
El avance de la investigación en óptica en el país ha sido resultado de la consolidación de la comunidad óptica de Colombia y más concretamente como consecuencia de la formación de investigadores tanto a nivel de Maestría como de Doctorado, lo cual se ha logrado gracias a la articulación de la Red Nacional de Optica y a la organización de los diferentes eventos en los cuales participan cada uno de sus miembros; Es así como en la pasada reunión Iberoamericana de Óptica (RIAO) y Encuentro Latinoamericano de Óptica (OPTILAS) queda como una gran conclusión, que el aporte más relevante en estos temas se corresponde a países como España, México, Argentina, Brasil y comienza a repuntar Colombia pues el informe estadístico mostró un notable crecimiento en este campo de investigación; es por ello que es importante para el desarrollo de la óptica en Colombia continuar en esta dirección.
En particular en la actualidad la comunidad académica internacional trabaja arduamente pretendiendo resolver el interrogante correspondiente al estudio, diseño y montaje de un correlador óptico portatil fraccional tipo Vander Lugt para trabajar imágenes que permita su reconocimiento de manera segura y rápida. La bibliografía consultada muestra la importancia que tiene este tipo de trabajos en el contexto mundial dado el ámbito de aplicación que es el correspondiente a la seguridad; nuestros desarrollos no solo pretenden encontrar aplicabilidad en los sectores de seguridad sino en las aplicaciones genéticas, agroindustriales, de mineria; etc. Nuestro Grupo como tal participará en el desarrollo de filtros de preprocesamiento y en la implementación óptico digital de correladores que utilicen la transformación fraccional de Fourier.
FIBRAS OPTICAS
El trabajo está centrado en el diseño e implementación de sensores basados en fibras que tengan aplicaciones en las telecomunicaciones y algunas aplicaciones industriales.
NANO","Objetivos Generales
Desarrollar nuevos métodos del procesamiento digital de imágenes que permitan la determinación de parámetros asociados a la estimación y caracterización de procesos agroindustriales y de salud de la región; posibilitando, así de esta manera una formación integral e investigativa de estudiantes universitarios de pregrado de la Universidad Popular del Cesar.
Desarrollar e implementar sensores a fibra óptica que tengan aplicaciones en las áreas agroindustriales, mineras de salud y de telecomunicaciones
Sintetizar mediante técnicas verdes nanopartículas encontrando sus principales características ópticas y posibles aplicaciones al sector agroindustrial de la región
Objetivos Específicos
1. Aplicar los diferentes procedimientos del procesado digital de imágenes, el desarrollo de sensores a fibra óptica y la obtención y caracterización de nanomateriales para contribuir a la solución de algunos procesos agroindustriales, mineros y de salud en la región de influencia de la Universidad Popular del Cesar.
2. Establecer alianzas de cooperación con las empresas regional agroindustriales y de salud para el intercambio de recurso humano, técnico y logístico que apoyen el desarrollo de proyectos de investigación tecnológica centrados en el procesado digital de imágenes, el desarrollo de sensores a fibra óptica y las aplicaciones de nanomateriales obtenidos por síntesis verde.
3. Desarrollar e implementar estrategias de integración interdisciplinaria a través de grado actividades de investigación entre los estudiantes de pregrado y posgrado de la Universidad Popular del Cesar.",,"El grupo aspira a convertirse en el grupo líder de investigación en el campo de la óptica, las fibras ópticas, el procesamiento digital de imágenes y la síntesis verde y caracterización óptica de nanomateriales en la costa norte Colombiana; así mismo a ser interlocutor válido ante los grupos de investigación reconocidos tanto nacionales como internacionales, a ser fructífero en publicaciones especializadas, a intercambiar investigadores y estudiantes, a formar profesionales a nivel de Maestría y Doctorado en ciencias Físicas y a servir de consultor de las empresas de la región e las áreas de aplicación de la óptica.","1.- Adquisición, Análisis y Procesamiento de Información Optica-Digital
2.- Análisis y procesamiento de señales e imágenes digitales mediante el uso de circuitos lógicos programables (FPGA) y herramientas matemáticas relacionadas con números enteros.
3.- Fibras Ópticas
4.- Nanobiotecnología Ambiental: Síntesis verde, caracterización y aplicaciones
5.- Optica Fraccional de Fourier
6.- Optoelectrónica
7.- Procesamiento digital de imágenes
8.- Propiedades Ópticas de Materiales
9.- Propiedades ópticas y eléctricas de heteroestructuras para celdas solares.
10.- Sensores ópticos
11.- Síntesis verde y caracterización óptica de nanomateriales
12.- Óptica Cuántica",https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002093,"Scienti, consultado 2026-09-25; formación: 2000 - 2",1
G-00000000023799,Grupo de Optoelectrónica y Procesamiento de Señales (OPSE),00000000023799,,,Fabio vega nieto,Reconocido,,,,Líneas de investigación declaradas por el grupo,"1.- Aplicaciones Iot
2.- Electrónica, Optoelectrónica y Ciencias Computacionales.
3.- Procesamiento de Señales
4.- Reconstruccion 3D
5.- Sistemas Embebidos
6.- Transformación del aprendizaje en ciencias básicas de la ingenieria mediante modelos pedagógicos innovadores y tecnologías educativas con enfoque STEAM.",https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000023799,"Scienti, consultado 2026-09-25; formación: 2023 - 1",1
G-00000000023785,"Tecnología, educación, salud, Instrumentación e inclusión y sociedad TESIS",00000000023785,,,tahania Chona Rodriguez,Reconocido,"El grupo de investigación Tecnología, educación, salud, Instrumentación e inclusión y sociedad TESIS surge como respuesta a la necesidad de un espacio en donde se analicen las problemáticas actuales en la docencia y el sector salud promoviendo además la cualificación docente aportando a los requerimientos de la universidad en cuanto a competencias investigativas para la acreditación.","Ofrecer a través de la investigación soluciones integrales a diferentes problemáticas propias de la salud desde el programa de Instrumentación Quirúrgica.
Promover la competencia investigativa en los docentes miembros del grupo, propiciando además espacios de discusiones frente a las líneas de investigación propuestas.
Apoyar al cumplimiento de la visión del programa en los campos científicos e investigativos que permitan el desarrollo de los lineamientos institucionales a la vanguardia de los avances del sector salud.",,"El grupo de investigación TESIS en el 2028 será reconocido como referente nacional por fortalecer desde la docencia y la investigación los campos de administración, mercadeo, centrales de esterilización, y otras características del perfil de egresado del programa de Instrumentación Quirúrgica y el quehacer docente dentro de la Universidad Popular del Cesar, aportando a su vez soluciones integrales a la problemática del sector salud en el país.","1.- LINEA DE INVESTIGACIÓN BIOTECNOLOGÍA EN SALUD
2.- LINEA DE INVESTIGACIÓN ADMINISTRACIÓN DE LAS ORGANIZACIONES DE SALUD
3.- LINEA DE INVESTIGACIÓN ASEGURAMIENTO DE LA CALIDAD DE SERVICIOS QUIRÚRGICOS Y CENTRALES DE ESTERILIZACIÓN
4.- LINEA DE INVESTIGACIÓN ORIENTACIÓN EN LA EDUCACIÓN, CULTURA Y SOCIEDAD
5.- LINEA DE INVESTIGACIÓN SALUD PÚBLICA",https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000023785,"Scienti, consultado 2026-09-25; formación: 2020 - 10",1
G-00000000017478,Biotecnología y Genotoxicidad Ambiental - BiotecGen,00000000017478,,,Carmen Julia Pedroza Padilla,C,"El grupo BiotecGen de la Universidad Popular del Cesar, se creó en enero de 2014 bajo el liderazgo del profesor Anderson Ramírez Ayala, que trabaja en la línea de mutagénesis ambiental con la participación de estudiantes del programa de microbiología y ciencias naturales. Actualmente desarrolla trabajos de investigación en la línea de Biotecnología y Bioprospección microbiana. Su evolución y experiencia científica está soportada con publicaciones científicas en revistas indexadas de alto impacto. Mantiene colaboración científica con grupos de investigación nacionales e internacionales y realiza consultorías al sector agrícola y agroindustrial de la región.","BiotecGen tiene como OBJETIVO GENERAL Desarrollar investigación básica y aplicada que aproveche el uso de los recursos microbianos de ambientes naturales en Colombia para contribuir al desarrollo agrícola, agroindustrial, biotecnológico, ambiental y alimentario del pais. OBJETIVOS ESPECÍFICOS: promover la generación de nuevo conocimiento.Fomentar la formación de investigadores en el campo de las ciencias biológicas con énfasis en microorganismos. Contribuir con la solución a los problemas relacionados a la agricultura, agroindustria, ambiente y biomedicina aprovechando estrategias biotecnológicas amigables con el medio ambiente y la biodiversidad.",,"Ser un grupo reconocido por su calidad científica, líder en investigación en el campo de las ciencias biológicas y aprovechamiento de la biodiversidad en Colombia, desarrollador de productos y servicios biotecnológicos innovadores con impacto positivo en el desarrollo sostenible del sector agrícola, industrial, alimentario y ambiental.","1.- Biotecnología y bioprospección microbiana
2.- Mutagénesis Ambiental",https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000017478,"Scienti, consultado 2026-09-25; formación: 2014 - 1",1
