id,titulo,anio,fecha,familia,tipologia,categoria,validacion,observacion,doi,url,fuente,activo
P-GR-70D7F65038A7,Modelo de seguridad de la información bajo los principios de Gobierno TI para el sector industrial manufacturero,2024,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,10.22463/2011642X.3588,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-5236E00D96BB,DESARROLLO DE UNA SOLUCIÓN MÓVIL BAJO LA TECNOLOGÍA EMERGENTE VISIÓN ARTIFICIAL PARA LA ENSEÑANZAAPRENDIZAJE DE LA FAUNA,2023,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-5A23874FD1A9,Tourism and Conservation Empowered by Augmented Reality: A Scientometric Analysis Based on the Science Tree Metaphor,2023,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,10.3390/su152416847,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-5084F5D36A0B,"Exploring the History and Culture of Main Square Los Tupes with Augmented Reality in San Diego, Cesar",2023,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,10.1007/978-981-99-7947-9_19,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-752C910DB990,Augmented Reality and Tourism: A Bibliometric Analysis of New Technological Bets in the Post-COVID Era,2023,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,10.3390/su152115358,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-0865C5510B05,"An Application Based on the Concept of Gamification to Promote Cultural Tourism in the Municipality of San Diego in the Department of Cesar, Colombia",2023,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,10.1007/978-3-031-37717-4,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-C84F16C5EC5B,"Platform Based on Augmented Reality to Support Cultural Tourism in the Department of Cesar, Colombia",2023,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,10.1007/978-3-031-37717-4_38,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-5AF97CF262C6,"Augmented reality applied to the ""Balneario Paso de la Danta"" in Manaure Cesar, an interactive experience of ICT and cultural heritage.",2023,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-A0EA10703F1B,Multi-agent system for the analysis of social behavior in the face of a seismological event,2023,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,10.15643134/2346030X.3249,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-2F6ABAD3E53D,Uso de métricas de calidad para evaluar la usabilidad de un producto de software,2022,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-01F3316EFEF6,Aplicación móvil como estrategia de enseñanza para iniciar el proceso de lectura a estudiantes en condición de discapacidad auditiva,2022,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,10.4067/S0718-0764,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-2F18F3774F57,Aplicación móvil como estrategia de enseñanza para iniciar el proceso de lectura a estudiantes en condición de discapacidad auditiva,2022,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,10.4067/0718-0764,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-20D85C5BB990,Sistema móvil de gestión para servicios en atención en instituciones prestadoras de salud IV nivel,2022,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-907B4CE6E16D,Aplicativo móvil para la gestión de procesos administrativos y operativos para una inmobiliaria en la ciudad de Valledupar,2022,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-E6699A14DB11,"""GlyphReader App: A support game for the application of the Orton Gillingham Method with DataMining Techniques",2021,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,10.1016/j.procs.2021.07.069,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-EE14C14A20FC,VISIÓN COMPUTACIONAL COMO RECURSO DIDÁCTICO PARA EL APRENDIZAJE DE LA FAUNA DE UNA REGIÓN,2020,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-2BC9A17C1FF7,Condiciones para el aprendizaje organizacional y prácticas de gestión de innovación: un análisis en medianas empresas.,2020,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,10.4067/S0718-07642020000300209,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-D9335A4721CC,Gestión del conocimiento en un grupo de investigación en ingeniería - Knowledge management in an engineering research group,2018,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-BE45F2FA6104,RECORRIDO VIRTUAL TRIDIMENSIONAL PARA LA UNIVERSIDAD POPULAR DEL CESAR,2017,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-3844C6A41820,Estrategias pedagógicas basadas en herramientas Web 2.0 como apoyo en la enseñanza universitaria,2017,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-498EA8E89791,ANÁLISIS DE LOS FACTORES ASOCIADOS AL RENDIMIENTO ACADÉMICO DE ESTUDIANTES DE UN CURSO DE INFORMÁTICA,2017,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-80BFEEC5D8EE,"EDUCACIÓN, CIENCIA, TECNOLOGÍA E INNOVACIÓN EN COLOMBIA: AVANCES Y RETOS DEL PERIODO 1996-2016",2016,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-92C34F7B12F6,ANALYSIS OF THE BEHAVIOR OF CUSTOMERS IN THE SOCIAL NETWORKS USING DATA MINING TECHNIQUES,2016,,Producción bibliográfica,Corto (Resumen),,pendiente,,10.1109/ASONAM.2016.7752301,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-87AFF9A9D802,Análisis de propuestas de medición de e-government publicadas en revistas científicas en relación con los factores asociados a la e-inclusión,2016,,Producción bibliográfica,Corto (Resumen),,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-EBB86ED0CED1,"Actividades de innovación en servicios en las pequeñas y medianas empresas comerciales del sector textil de Valledupar, Colombia",2016,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-F637903A79B1,JUEGOS DIDÁCTICOS BASADOS EN REALIDAD AUMENTADA COMO APOYO EN LA ENSEÑANZA DE BIOLOGÍA,2015,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-3D30952E0010,Diseño de Servicios Web Semánticos utilizando el desarrollo de software dirigido por modelos,2014,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-C3C43ACD50F6,Web 2.0 como Apoyo al Aprendizaje de Nuevas Tecnologías en la Comunidad Academica: Caso Universidad Popular del Cesar,2014,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-86A224F5D33A,Modelamiento de la cinética de hidrólisis enzimática de proteínas del plasma bovino,2012,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-DB5C04B69C15,Use of singularity capturing functions in the solution of problems with discontinuous boundary conditions,2009,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,10.1016/j.enganabound.2008.05.002,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-E685E358E3AC,Método de Colocación Simétrico RBF Para la Solución Numérica de la Ecuación de Difusión en Estado Transiente,2009,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-263CEE3AA447,Simulación de una Torre de Enfriamiento Mecánica Comparada con Curvas Experimentales,2009,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-E6AA513359A8,Simulación de una Torre de Enfriamiento Mecánica comparada con Curvas Reales,2009,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-F93AE7AD2F2B,Extending the local radial basis function collocation methods for solving semi-linear partial differential equations,2009,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,10.2495/BE090111,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-AC0195014581,Extending the local radial basis function collocation methods for solving semilinear partial differential equations,2009,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-0AEBF1670FFF,solving delay differential equations through RBF collocation,2009,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-CB379ABE42B8,"COMPARISON BETWEEN GLOBAL, CLASSICAL DOMAIN DECOMPOSITION AND LOCAL, SINGLE AND DOUBLE COLLOCATION METHODS BASED ON RBF INTERPOLATION FOR SOLVING CONVECTION-DIFFUSION EQUATION",2008,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,10.1142/S0129183108013102,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-1A2DAA1C3F2C,ISSUES OF THE LOCAL RADIAL BASIS COLLOCATION METHOD IMPLEMENTATION FOR SOLVING SECOND ORDER PARTIAL DIFFERENTIAL EQUATION,2008,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-2EFCC14EC33E,"OMPARISON BETWEEN GLOBAL, CLASSICAL DOMAIN DECOMPOSITION AND LOCAL, SINGLE AND DOUBLE COLLOCATION METHODS BASED ON RBF INTERPOLATION FOR SOLVING CONVECTION-DIFFUSION EQUATION",2008,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-350ECBCE9AFF,MODELAMIENTO Y SIMULACIÓN DE UNA TORRE DE ENFRIAMIENTO,2007,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-1E543C79B668,Improving local radial basis function collocation method for second order partial differential equations,2007,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-4C98ABAAB18A,ESTUDIO NUMÉRICO DE LA INTERPOLACIÓN EN 2D CON FUNCIONES DE BASE RADIAL RBF CON SOPORTE GLOBAL,2005,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-65CA352C3DE1,Diseño y desarrollo de un software para el proceso de pasteurización po medio de intercambiadores de calor de placas,2005,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-D7C2AB98AE9E,ESTUDIO DEL GRADO DE PREDICCIÓN DE UN MODELO MATEMATICO Y SU SIMULACIÓN PARA EL PROCESO DE PRODUCCION DE VAPOR EN LA CALDERA DE LA UNIVERSIDAD POPULAR DEL CESAR,2005,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-381CE49F7C96,SIMULADOR EN TIEMPO REAL PARA LA SINTONIZACIÓN DE CONTROLADORES PID EN UN PROCSO CON LAZO REALIMENTADO DE TEMPERATURA,2004,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-04DA2B908A24,Diseño y Simulación de un Controlador difuso para control de nivel y temperatura de liquido en un tanque,2004,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-7A625DB742A3,El uso de la simulación como herramienta de diseño y optimización de sistemas de distribución de agua potable,2004,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-8A82143F96C8,Diseño y desarrollo de un simulador para un sistema de pasteurización controlado automaticamente.,2002,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-48ADA0FECDA1,EVALUACIÓN DE VARIAS EMNMIENDAS PARA LA CORRECCIÓN DE SUELOS SÓDICOS EN EL VALLE DEL CESAR,2000,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-4EEC859A7879,RELACIÓN ENTRE EL SODIO EDÁFICO Y FOLIAR Y SU EFECTO SOBRE LAS PLANTAS DE ALGODON Y SOYA EN EL NORTE DEL CESAR,1998,,Producción bibliográfica,Publicado en revista especializada,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Artículos publicados, consultado 2026-09-24",1
P-GR-D473E392E7E9,APRENDER MATEMÁTICAS EN LA ERA DIGITAL - Tecnologías Educativas Disruptivas para el Fortalecimiento del Pensamiento Aritmético Inicial,2026,,Producción bibliográfica,Libro resultado de investigación,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Libros publicados, consultado 2026-09-24",1
P-GR-3298A9466354,El pensar de la educacion basada en ideas pedagógicas,2026,,Producción bibliográfica,Libro resultado de investigación,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Libros publicados, consultado 2026-09-24",1
P-GR-827E6E5BCA34,Minería de datos aplicadas a las pruebas Saber 11 y Saber Pro,2026,,Producción bibliográfica,Libro resultado de investigación,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Libros publicados, consultado 2026-09-24",1
P-GR-17F6F346601A,Ambiente Virtual Inmersivo y Diferenciado: Resultado de su implementación en estudiantes con discapacidad auditiva,2026,,Producción bibliográfica,Libro resultado de investigación,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Libros publicados, consultado 2026-09-24",1
P-GR-12130B5262DE,Ambiente Virtual Inmersivo y Diferenciado: Resultados de su Implementación en estudiantes con discapacidad auditiva.,2026,,Producción bibliográfica,Libro resultado de investigación,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Libros publicados, consultado 2026-09-24",1
P-GR-280F8758663B,Guía de Implementación del Sistema de Gestión Medio Ambiental - ISO 14001,2025,,Producción bibliográfica,Libro resultado de investigación,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Libros publicados, consultado 2026-09-24",1
P-GR-4CE808D54B9A,Notas a mano sobre análisis orientado a objetos y patrones de diseño,2025,,Producción bibliográfica,Libro resultado de investigación,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Libros publicados, consultado 2026-09-24",1
P-GR-BEB154A15CD8,Herramientas Tecnológica para la educación,2024,,Producción bibliográfica,Libro resultado de investigación,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Libros publicados, consultado 2026-09-24",1
P-GR-7BD1E3A50D92,Las TIC en el desarrollo de competencias lectoras y escritoras,2023,,Producción bibliográfica,Libro resultado de investigación,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Libros publicados, consultado 2026-09-24",1
P-GR-E85E84C2F17B,Scrum con instrucción diferenciada aplicado al proceso de enseñanza,2023,,Producción bibliográfica,Libro resultado de investigación,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Libros publicados, consultado 2026-09-24",1
